state_clean,district_clean,date,total_demographic
Jharkhand,Khunti,2025-09,3132
Jharkhand,Khunti,2025-10,1891
Jharkhand,Khunti,2025-11,2887
Jharkhand,Khunti,2025-12,3032
Jharkhand,Koderma,2025-03,8791
Jharkhand,Koderma,2025-09,2883
Jharkhand,Koderma,2025-10,1579
Jharkhand,Koderma,2025-11,3029
Jharkhand,Koderma,2025-12,4036
Jharkhand,Latehar,2025-03,11819
Jharkhand,Latehar,2025-09,6366
Jharkhand,Latehar,2025-10,2206
Jharkhand,Latehar,2025-11,5402
Jharkhand,Latehar,2025-12,6515
Jharkhand,Lohardaga,2025-03,5549
Jharkhand,Lohardaga,2025-09,2214
Jharkhand,Lohardaga,2025-10,1138
Jharkhand,Lohardaga,2025-11,2372
Jharkhand,Lohardaga,2025-12,3020
Jharkhand,Pakur,2025-03,16339
Jharkhand,Pakur,2025-09,6313
Jharkhand,Pakur,2025-10,4192
Jharkhand,Pakur,2025-11,4824
Jharkhand,Pakur,2025-12,3648
Jharkhand,Palamu,2025-03,39082
Jharkhand,Palamu,2025-09,12307
Jharkhand,Palamu,2025-10,5770
Jharkhand,Palamu,2025-11,15554
Jharkhand,Palamu,2025-12,13790
Jharkhand,Pashchimi Singhbhum,2025-03,1328
Jharkhand,Pashchimi Singhbhum,2025-09,1448
Jharkhand,Pashchimi Singhbhum,2025-10,901
Jharkhand,Pashchimi Singhbhum,2025-11,1168
Jharkhand,Pashchimi Singhbhum,2025-12,1436
Jharkhand,Purbi Singhbhum,2025-09,962
Jharkhand,Purbi Singhbhum,2025-10,475
Jharkhand,Purbi Singhbhum,2025-11,1196
Jharkhand,Purbi Singhbhum,2025-12,1201
Jharkhand,Raigarh,2025-03,10988
Jharkhand,Raigarh,2025-09,4033
Jharkhand,Raigarh,2025-10,2121
Jharkhand,Raigarh,2025-11,4661
Jharkhand,Raigarh,2025-12,5295
Jharkhand,Ranchi,2025-03,24024
Jharkhand,Ranchi,2025-04,3063
Jharkhand,Ranchi,2025-05,1773
Jharkhand,Ranchi,2025-09,11770
Jharkhand,Ranchi,2025-10,5881
Jharkhand,Ranchi,2025-11,11869
Jharkhand,Ranchi,2025-12,14350
Jharkhand,Sahebganj,2025-03,17984
Jharkhand,Sahebganj,2025-09,11805
Jharkhand,Sahebganj,2025-10,5994
Jharkhand,Sahebganj,2025-11,9955
Jharkhand,Sahebganj,2025-12,8127
Jharkhand,Seraikela-Kharsawan,2025-03,5772
Jharkhand,Seraikela-Kharsawan,2025-09,5358
Jharkhand,Seraikela-Kharsawan,2025-10,3027
Jharkhand,Seraikela-Kharsawan,2025-11,5966
Jharkhand,Seraikela-Kharsawan,2025-12,5679
Jharkhand,Simdega,2025-03,6149
Jharkhand,Simdega,2025-09,5247
Jharkhand,Simdega,2025-10,1947
Jharkhand,Simdega,2025-11,3175
Jharkhand,Simdega,2025-12,3111
Karnataka,5th cross,2025-12,1
Karnataka,Bagalkot,2025-03,13295
Karnataka,Bagalkot,2025-04,1524
Karnataka,Bagalkot,2025-05,2057
Karnataka,Bagalkot,2025-06,1024
Karnataka,Bagalkot,2025-09,6041
Karnataka,Bagalkot,2025-10,4385
Karnataka,Bagalkot,2025-11,6012
Karnataka,Bagalkot,2025-12,7555
Karnataka,Ballari,2025-03,4328
Karnataka,Ballari,2025-04,521
Karnataka,Ballari,2025-05,1892
Karnataka,Ballari,2025-06,1479
Karnataka,Ballari,2025-07,1566
Karnataka,Ballari,2025-09,1781
Karnataka,Ballari,2025-10,1222
Karnataka,Ballari,2025-11,1681
Karnataka,Ballari,2025-12,2759
Karnataka,Bangalore,2025-03,6793
Karnataka,Bangalore,2025-09,7967
Karnataka,Bangalore,2025-10,6098
Karnataka,Bangalore,2025-11,8700
Karnataka,Bangalore,2025-12,10673
Karnataka,Bangalore Rural,2025-03,4097
Karnataka,Bangalore Rural,2025-04,3014
Karnataka,Bangalore Rural,2025-05,2501
Karnataka,Bangalore Rural,2025-06,4647
Karnataka,Bangalore Rural,2025-07,2591
Karnataka,Bangalore Rural,2025-09,3300
Karnataka,Bangalore Rural,2025-10,2647
Karnataka,Bangalore Rural,2025-11,4213
Karnataka,Bangalore Rural,2025-12,5426
Karnataka,Belagavi,2025-03,13262
Karnataka,Belagavi,2025-04,859
Karnataka,Belagavi,2025-05,1411
Karnataka,Belagavi,2025-06,817
Karnataka,Belagavi,2025-07,798
Karnataka,Belagavi,2025-09,5544
Karnataka,Belagavi,2025-10,3887
Karnataka,Belagavi,2025-11,6132
Karnataka,Belagavi,2025-12,8249
Karnataka,Belgaum,2025-03,14302
Karnataka,Belgaum,2025-09,8489
Karnataka,Belgaum,2025-10,5938
Karnataka,Belgaum,2025-11,8625
Karnataka,Belgaum,2025-12,11621
Karnataka,Bellary,2025-03,5405
Karnataka,Bellary,2025-09,4240
Karnataka,Bellary,2025-10,2786
Karnataka,Bellary,2025-11,3772
Karnataka,Bellary,2025-12,5265
Karnataka,Bengaluru,2025-03,46071
Karnataka,Bengaluru,2025-04,14218
Karnataka,Bengaluru,2025-05,20949
Karnataka,Bengaluru,2025-06,14820
Karnataka,Bengaluru,2025-07,18657
Karnataka,Bengaluru,2025-09,22401
Karnataka,Bengaluru,2025-10,17634
Karnataka,Bengaluru,2025-11,28411
Karnataka,Bengaluru,2025-12,38161
Karnataka,Bengaluru Rural,2025-09,16
Karnataka,Bengaluru Rural,2025-10,10
Karnataka,Bengaluru Rural,2025-11,16
Karnataka,Bengaluru Rural,2025-12,19
Karnataka,Bengaluru South,2025-09,489
Karnataka,Bengaluru South,2025-10,455
Karnataka,Bengaluru South,2025-11,787
Karnataka,Bengaluru South,2025-12,1087
Karnataka,Bidar,2025-03,7244
Karnataka,Bidar,2025-05,746
Karnataka,Bidar,2025-06,1456
Karnataka,Bidar,2025-07,1285
Karnataka,Bidar,2025-09,4590
Karnataka,Bidar,2025-10,3198
Karnataka,Bidar,2025-11,5409
Karnataka,Bidar,2025-12,6763
Karnataka,Bijapur,2025-03,7172
Karnataka,Bijapur,2025-09,4328
Karnataka,Bijapur,2025-10,2697
Karnataka,Bijapur,2025-11,3928
Karnataka,Bijapur,2025-12,5414
Karnataka,Bijapur(KAR),2025-11,1
Karnataka,Chamrajanagar,2025-03,3637
Karnataka,Chamrajanagar,2025-07,303
Karnataka,Chamrajanagar,2025-09,2348
Karnataka,Chamrajanagar,2025-10,1767
Karnataka,Chamrajanagar,2025-11,2501
Karnataka,Chamrajanagar,2025-12,3511
Karnataka,Chickmagalur,2025-03,2964
Karnataka,Chickmagalur,2025-05,266
Karnataka,Chickmagalur,2025-06,858
Karnataka,Chickmagalur,2025-09,3033
Karnataka,Chickmagalur,2025-10,2208
Karnataka,Chickmagalur,2025-11,3242
Karnataka,Chickmagalur,2025-12,4016
Karnataka,Chikkaballapur,2025-03,6058
Karnataka,Chikkaballapur,2025-04,2336
Karnataka,Chikkaballapur,2025-05,1906
Karnataka,Chikkaballapur,2025-09,3655
Karnataka,Chikkaballapur,2025-10,2486
Karnataka,Chikkaballapur,2025-11,3849
Karnataka,Chikkaballapur,2025-12,5471
Karnataka,Chitradurga,2025-03,7847
Karnataka,Chitradurga,2025-04,893
Karnataka,Chitradurga,2025-05,2058
Karnataka,Chitradurga,2025-06,1385
Karnataka,Chitradurga,2025-07,2379
Karnataka,Chitradurga,2025-09,4532
Karnataka,Chitradurga,2025-10,3434
Karnataka,Chitradurga,2025-11,5104
Karnataka,Chitradurga,2025-12,7131
Karnataka,Dakshina Kannada,2025-03,10524
Karnataka,Dakshina Kannada,2025-04,527
Karnataka,Dakshina Kannada,2025-05,213
Karnataka,Dakshina Kannada,2025-07,315
Karnataka,Dakshina Kannada,2025-09,6543
Karnataka,Dakshina Kannada,2025-10,5290
Karnataka,Dakshina Kannada,2025-11,8174
Karnataka,Dakshina Kannada,2025-12,9816
Karnataka,Davangere,2025-03,5994
Karnataka,Davangere,2025-04,609
Karnataka,Davangere,2025-05,1315
Karnataka,Davangere,2025-06,2126
Karnataka,Davangere,2025-07,627
Karnataka,Davangere,2025-09,4699
Karnataka,Davangere,2025-10,2911
Karnataka,Davangere,2025-11,4185
Karnataka,Davangere,2025-12,5630
Karnataka,Dharwad,2025-03,10562
Karnataka,Dharwad,2025-04,2995
Karnataka,Dharwad,2025-05,2941
Karnataka,Dharwad,2025-07,2290
Karnataka,Dharwad,2025-09,4927
Karnataka,Dharwad,2025-10,3236
Karnataka,Dharwad,2025-11,5194
Karnataka,Dharwad,2025-12,6936
Karnataka,Gadag,2025-03,7980
Karnataka,Gadag,2025-05,1285
Karnataka,Gadag,2025-06,983
Karnataka,Gadag,2025-09,3285
Karnataka,Gadag,2025-10,2224
Karnataka,Gadag,2025-11,3221
Karnataka,Gadag,2025-12,4315
Karnataka,Gulbarga,2025-03,2922
Karnataka,Gulbarga,2025-09,3594
Karnataka,Gulbarga,2025-10,2707
Karnataka,Gulbarga,2025-11,3654
Karnataka,Gulbarga,2025-12,5456
Karnataka,Hassan,2025-03,6484
Karnataka,Hassan,2025-04,1346
Karnataka,Hassan,2025-05,2322
Karnataka,Hassan,2025-06,1908
Karnataka,Hassan,2025-07,2250
Karnataka,Hassan,2025-09,4759
Karnataka,Hassan,2025-10,3759
Karnataka,Hassan,2025-11,5396
Karnataka,Hassan,2025-12,6741
Karnataka,Haveri,2025-03,10642
Karnataka,Haveri,2025-04,1669
Karnataka,Haveri,2025-05,2743
Karnataka,Haveri,2025-06,5311
Karnataka,Haveri,2025-07,4052
Karnataka,Haveri,2025-09,4413
Karnataka,Haveri,2025-10,3112
Karnataka,Haveri,2025-11,4778
Karnataka,Haveri,2025-12,5773
Karnataka,Kalaburagi,2025-03,6354
Karnataka,Kalaburagi,2025-04,2352
Karnataka,Kalaburagi,2025-05,2623
Karnataka,Kalaburagi,2025-06,3956
Karnataka,Kalaburagi,2025-07,2319
Karnataka,Kalaburagi,2025-09,3336
Karnataka,Kalaburagi,2025-10,2390
Karnataka,Kalaburagi,2025-11,3350
Karnataka,Kalaburagi,2025-12,4558
Karnataka,Kodagu,2025-03,2207
Karnataka,Kodagu,2025-09,1609
Karnataka,Kodagu,2025-10,1352
Karnataka,Kodagu,2025-11,1689
Karnataka,Kodagu,2025-12,2301
Karnataka,Kolar,2025-03,8456
Karnataka,Kolar,2025-04,1304
Karnataka,Kolar,2025-05,3405
Karnataka,Kolar,2025-06,563
Karnataka,Kolar,2025-07,2230
Karnataka,Kolar,2025-09,4455
Karnataka,Kolar,2025-10,2962
Karnataka,Kolar,2025-11,4527
Karnataka,Kolar,2025-12,5746
Karnataka,Koppal,2025-03,6773
Karnataka,Koppal,2025-04,1134
Karnataka,Koppal,2025-05,2160
Karnataka,Koppal,2025-06,3917
Karnataka,Koppal,2025-07,656
Karnataka,Koppal,2025-09,4478
Karnataka,Koppal,2025-10,2582
Karnataka,Koppal,2025-11,4118
Karnataka,Koppal,2025-12,5666
Karnataka,Mandya,2025-03,7786
Karnataka,Mandya,2025-04,310
Karnataka,Mandya,2025-05,1660
Karnataka,Mandya,2025-06,2170
Karnataka,Mandya,2025-09,3622
Karnataka,Mandya,2025-10,3159
Karnataka,Mandya,2025-11,4557
Karnataka,Mandya,2025-12,5967
Karnataka,Mysore,2025-03,2386
Karnataka,Mysore,2025-09,3043
Karnataka,Mysore,2025-10,2753
Karnataka,Mysore,2025-11,3754
Karnataka,Mysore,2025-12,4416
Karnataka,Mysuru,2025-03,6449
Karnataka,Mysuru,2025-04,2112
Karnataka,Mysuru,2025-05,2791
Karnataka,Mysuru,2025-06,468
Karnataka,Mysuru,2025-09,3552
Karnataka,Mysuru,2025-10,2525
Karnataka,Mysuru,2025-11,3880
Karnataka,Mysuru,2025-12,5240
Karnataka,Raichur,2025-03,6014
Karnataka,Raichur,2025-04,595
Karnataka,Raichur,2025-05,2030
Karnataka,Raichur,2025-06,1109
Karnataka,Raichur,2025-07,3023
Karnataka,Raichur,2025-09,5637
Karnataka,Raichur,2025-10,3750
Karnataka,Raichur,2025-11,5371
Karnataka,Raichur,2025-12,7292
Karnataka,Ramanagar,2025-03,5491
Karnataka,Ramanagar,2025-04,395
Karnataka,Ramanagar,2025-05,2856
Karnataka,Ramanagar,2025-06,1424
Karnataka,Ramanagar,2025-07,2676
Karnataka,Ramanagar,2025-09,2946
Karnataka,Ramanagar,2025-10,2186
Karnataka,Ramanagar,2025-11,2885
Karnataka,Ramanagar,2025-12,4323
Karnataka,Shimoga,2025-03,1909
Karnataka,Shimoga,2025-09,2723
Karnataka,Shimoga,2025-10,1718
Karnataka,Shimoga,2025-11,2569
Karnataka,Shimoga,2025-12,3046
Karnataka,Shivamogga,2025-03,5312
Karnataka,Shivamogga,2025-04,702
Karnataka,Shivamogga,2025-05,800
Karnataka,Shivamogga,2025-07,913
Karnataka,Shivamogga,2025-09,2543
Karnataka,Shivamogga,2025-10,1742
Karnataka,Shivamogga,2025-11,2587
Karnataka,Shivamogga,2025-12,3343
Karnataka,Tumkur,2025-03,10196
Karnataka,Tumkur,2025-04,1084
Karnataka,Tumkur,2025-05,984
Karnataka,Tumkur,2025-06,543
Karnataka,Tumkur,2025-07,342
Karnataka,Tumkur,2025-09,6395
Karnataka,Tumkur,2025-10,4963
Karnataka,Tumkur,2025-11,6586
Karnataka,Tumkur,2025-12,9762
Karnataka,Udupi,2025-03,6025
Karnataka,Udupi,2025-09,3672
Karnataka,Udupi,2025-10,2825
Karnataka,Udupi,2025-11,3862
Karnataka,Udupi,2025-12,4798
Karnataka,Uttara Kannada,2025-03,6500
Karnataka,Uttara Kannada,2025-05,910
Karnataka,Uttara Kannada,2025-09,3901
Karnataka,Uttara Kannada,2025-10,2738
Karnataka,Uttara Kannada,2025-11,3880
Karnataka,Uttara Kannada,2025-12,4939
Karnataka,Vijayanagara,2025-03,3050
Karnataka,Vijayanagara,2025-06,201
Karnataka,Vijayanagara,2025-07,518
Karnataka,Vijayanagara,2025-09,1714
Karnataka,Vijayanagara,2025-10,1193
Karnataka,Vijayanagara,2025-11,1672
Karnataka,Vijayanagara,2025-12,2622
Karnataka,Vijayapura,2025-03,7850
Karnataka,Vijayapura,2025-06,892
Karnataka,Vijayapura,2025-07,765
Karnataka,Vijayapura,2025-09,3787
Karnataka,Vijayapura,2025-10,2357
Karnataka,Vijayapura,2025-11,3608
Karnataka,Vijayapura,2025-12,5486
Karnataka,Yadgir,2025-03,6464
Karnataka,Yadgir,2025-04,620
Karnataka,Yadgir,2025-05,1270
Karnataka,Yadgir,2025-06,702
Karnataka,Yadgir,2025-07,741
Karnataka,Yadgir,2025-09,3955
Karnataka,Yadgir,2025-10,2653
Karnataka,Yadgir,2025-11,3884
Karnataka,Yadgir,2025-12,5377
Kerala,Alappuzha,2025-03,1884
Kerala,Alappuzha,2025-09,5570
Kerala,Alappuzha,2025-10,5228
Kerala,Alappuzha,2025-11,7009
Kerala,Alappuzha,2025-12,8578
Kerala,Ernakulam,2025-03,8387
Kerala,Ernakulam,2025-09,8803
Kerala,Ernakulam,2025-10,8292
Kerala,Ernakulam,2025-11,12140
Kerala,Ernakulam,2025-12,13877
Kerala,Idukki,2025-03,1327
Kerala,Idukki,2025-09,2360
Kerala,Idukki,2025-10,2203
Kerala,Idukki,2025-11,2867
Kerala,Idukki,2025-12,3489
Kerala,Kannur,2025-03,5369
Kerala,Kannur,2025-09,8073
Kerala,Kannur,2025-10,6693
Kerala,Kannur,2025-11,11284
Kerala,Kannur,2025-12,13572
Kerala,Kasaragod,2025-03,3415
Kerala,Kasaragod,2025-09,3774
Kerala,Kasaragod,2025-10,3422
Kerala,Kasaragod,2025-11,5728
Kerala,Kasaragod,2025-12,6690
Kerala,Kollam,2025-03,5098
Kerala,Kollam,2025-09,7283
Kerala,Kollam,2025-10,6773
Kerala,Kollam,2025-11,9668
Kerala,Kollam,2025-12,12180
Kerala,Kottayam,2025-03,765
Kerala,Kottayam,2025-09,4809
Kerala,Kottayam,2025-10,4319
Kerala,Kottayam,2025-11,6147
Kerala,Kottayam,2025-12,7068
Kerala,Kozhikode,2025-03,12538
Kerala,Kozhikode,2025-09,10615
Kerala,Kozhikode,2025-10,9261
Kerala,Kozhikode,2025-11,17007
Kerala,Kozhikode,2025-12,19349
Kerala,Malappuram,2025-03,18175
Kerala,Malappuram,2025-09,15664
Kerala,Malappuram,2025-10,15242
Kerala,Malappuram,2025-11,29775
Kerala,Malappuram,2025-12,37975
Kerala,Palakkad,2025-03,4466
Kerala,Palakkad,2025-09,6527
Kerala,Palakkad,2025-10,6229
Kerala,Palakkad,2025-11,9240
Kerala,Palakkad,2025-12,11666
Kerala,Pathanamthitta,2025-03,636
Kerala,Pathanamthitta,2025-09,3523
Kerala,Pathanamthitta,2025-10,2873
Kerala,Pathanamthitta,2025-11,4305
Kerala,Pathanamthitta,2025-12,5035
Kerala,Thiruvananthapuram,2025-03,7625
Kerala,Thiruvananthapuram,2025-09,8965
Kerala,Thiruvananthapuram,2025-10,7672
Kerala,Thiruvananthapuram,2025-11,12173
Kerala,Thiruvananthapuram,2025-12,14048
Kerala,Thrissur,2025-03,4291
Kerala,Thrissur,2025-09,9078
Kerala,Thrissur,2025-10,7597
Kerala,Thrissur,2025-11,11622
Kerala,Thrissur,2025-12,13224
Kerala,Wayanad,2025-03,2712
Kerala,Wayanad,2025-09,2008
Kerala,Wayanad,2025-10,1942
Kerala,Wayanad,2025-11,3192
Kerala,Wayanad,2025-12,3387
Ladakh,Kargil,2025-03,775
Ladakh,Kargil,2025-09,219
Ladakh,Kargil,2025-10,130
Ladakh,Kargil,2025-11,268
Ladakh,Kargil,2025-12,591
Ladakh,Leh,2025-03,1160
Ladakh,Leh,2025-09,176
Ladakh,Leh,2025-10,121
Ladakh,Leh,2025-11,359
Ladakh,Leh,2025-12,677
Lakshadweep,Lakshadweep,2025-09,199
Lakshadweep,Lakshadweep,2025-10,180
Lakshadweep,Lakshadweep,2025-11,244
Lakshadweep,Lakshadweep,2025-12,290
Madhya Pradesh,Agar Malwa,2025-03,1660
Madhya Pradesh,Agar Malwa,2025-05,709
Madhya Pradesh,Agar Malwa,2025-06,312
Madhya Pradesh,Agar Malwa,2025-07,892
Madhya Pradesh,Agar Malwa,2025-09,828
Madhya Pradesh,Agar Malwa,2025-10,371
Madhya Pradesh,Agar Malwa,2025-11,1115
Madhya Pradesh,Agar Malwa,2025-12,1799
Madhya Pradesh,Alirajpur,2025-03,5213
Madhya Pradesh,Alirajpur,2025-09,3697
Madhya Pradesh,Alirajpur,2025-10,1412
Madhya Pradesh,Alirajpur,2025-11,2723
Madhya Pradesh,Alirajpur,2025-12,3454
Madhya Pradesh,Anuppur,2025-03,3434
Madhya Pradesh,Anuppur,2025-04,2851
Madhya Pradesh,Anuppur,2025-05,1841
Madhya Pradesh,Anuppur,2025-06,304
Madhya Pradesh,Anuppur,2025-07,2662
Madhya Pradesh,Anuppur,2025-09,2497
Madhya Pradesh,Anuppur,2025-10,1227
Madhya Pradesh,Anuppur,2025-11,2275
Madhya Pradesh,Anuppur,2025-12,3255
Madhya Pradesh,Ashok Nagar,2025-03,5630
Madhya Pradesh,Ashok Nagar,2025-04,2682
Madhya Pradesh,Ashok Nagar,2025-05,3769
Madhya Pradesh,Ashok Nagar,2025-06,2134
Madhya Pradesh,Ashok Nagar,2025-07,3902
Madhya Pradesh,Ashok Nagar,2025-09,3256
Madhya Pradesh,Ashok Nagar,2025-10,1763
Madhya Pradesh,Ashok Nagar,2025-11,3016
Madhya Pradesh,Ashok Nagar,2025-12,3896
Madhya Pradesh,Balaghat,2025-03,13791
Madhya Pradesh,Balaghat,2025-04,4219
Madhya Pradesh,Balaghat,2025-05,5158
Madhya Pradesh,Balaghat,2025-06,7271
Madhya Pradesh,Balaghat,2025-07,5654
Madhya Pradesh,Balaghat,2025-09,5042
Madhya Pradesh,Balaghat,2025-10,2650
Madhya Pradesh,Balaghat,2025-11,4982
Madhya Pradesh,Balaghat,2025-12,5858
Madhya Pradesh,Barwani,2025-03,12114
Madhya Pradesh,Barwani,2025-04,6717
Madhya Pradesh,Barwani,2025-05,9371
Madhya Pradesh,Barwani,2025-06,2971
Madhya Pradesh,Barwani,2025-07,7031
Madhya Pradesh,Barwani,2025-09,5631
Madhya Pradesh,Barwani,2025-10,3019
Madhya Pradesh,Barwani,2025-11,4781
Madhya Pradesh,Barwani,2025-12,7057
Madhya Pradesh,Betul,2025-03,10099
Madhya Pradesh,Betul,2025-04,2050
Madhya Pradesh,Betul,2025-05,702
Madhya Pradesh,Betul,2025-06,2966
Madhya Pradesh,Betul,2025-07,2287
Madhya Pradesh,Betul,2025-09,4748
Madhya Pradesh,Betul,2025-10,2336
Madhya Pradesh,Betul,2025-11,5022
Madhya Pradesh,Betul,2025-12,5905
Madhya Pradesh,Bhind,2025-03,11396
Madhya Pradesh,Bhind,2025-05,2284
Madhya Pradesh,Bhind,2025-06,2372
Madhya Pradesh,Bhind,2025-07,3008
Madhya Pradesh,Bhind,2025-09,6171
Madhya Pradesh,Bhind,2025-10,3180
Madhya Pradesh,Bhind,2025-11,6543
Madhya Pradesh,Bhind,2025-12,8052
Madhya Pradesh,Bhopal,2025-03,11016
Madhya Pradesh,Bhopal,2025-04,6762
Madhya Pradesh,Bhopal,2025-05,8158
Madhya Pradesh,Bhopal,2025-06,4279
Madhya Pradesh,Bhopal,2025-07,6161
Madhya Pradesh,Bhopal,2025-09,6756
Madhya Pradesh,Bhopal,2025-10,4365
Madhya Pradesh,Bhopal,2025-11,8918
Madhya Pradesh,Bhopal,2025-12,11015
Madhya Pradesh,Burhanpur,2025-03,3192
Madhya Pradesh,Burhanpur,2025-06,872
Madhya Pradesh,Burhanpur,2025-07,2733
Madhya Pradesh,Burhanpur,2025-09,1595
Madhya Pradesh,Burhanpur,2025-10,857
Madhya Pradesh,Burhanpur,2025-11,1690
Madhya Pradesh,Burhanpur,2025-12,2252
Madhya Pradesh,Chhatarpur,2025-03,17373
Madhya Pradesh,Chhatarpur,2025-04,1426
Madhya Pradesh,Chhatarpur,2025-05,3483
Madhya Pradesh,Chhatarpur,2025-06,2914
Madhya Pradesh,Chhatarpur,2025-07,2476
Madhya Pradesh,Chhatarpur,2025-09,9160
Madhya Pradesh,Chhatarpur,2025-10,3769
Madhya Pradesh,Chhatarpur,2025-11,7220
Madhya Pradesh,Chhatarpur,2025-12,10492
Madhya Pradesh,Chhindwara,2025-03,8948
Madhya Pradesh,Chhindwara,2025-04,5364
Madhya Pradesh,Chhindwara,2025-05,7729
Madhya Pradesh,Chhindwara,2025-06,6585
Madhya Pradesh,Chhindwara,2025-07,8027
Madhya Pradesh,Chhindwara,2025-09,5638
Madhya Pradesh,Chhindwara,2025-10,2965
Madhya Pradesh,Chhindwara,2025-11,6240
Madhya Pradesh,Chhindwara,2025-12,8022
Madhya Pradesh,Damoh,2025-03,9797
Madhya Pradesh,Damoh,2025-04,2210
Madhya Pradesh,Damoh,2025-05,797
Madhya Pradesh,Damoh,2025-06,4193
Madhya Pradesh,Damoh,2025-07,4946
Madhya Pradesh,Damoh,2025-09,5771
Madhya Pradesh,Damoh,2025-10,2747
Madhya Pradesh,Damoh,2025-11,4641
Madhya Pradesh,Damoh,2025-12,5119
Madhya Pradesh,Datia,2025-03,7803
Madhya Pradesh,Datia,2025-05,2622
Madhya Pradesh,Datia,2025-07,3417
Madhya Pradesh,Datia,2025-09,4774
Madhya Pradesh,Datia,2025-10,1828
Madhya Pradesh,Datia,2025-11,3132
Madhya Pradesh,Datia,2025-12,5396
Madhya Pradesh,Dewas,2025-03,10669
Madhya Pradesh,Dewas,2025-04,1349
Madhya Pradesh,Dewas,2025-05,2888
Madhya Pradesh,Dewas,2025-07,5116
Madhya Pradesh,Dewas,2025-09,3478
Madhya Pradesh,Dewas,2025-10,1863
Madhya Pradesh,Dewas,2025-11,3816
Madhya Pradesh,Dewas,2025-12,4422
Madhya Pradesh,Dhar,2025-03,15286
Madhya Pradesh,Dhar,2025-04,3153
Madhya Pradesh,Dhar,2025-05,7399
Madhya Pradesh,Dhar,2025-06,4322
Madhya Pradesh,Dhar,2025-07,8832
Madhya Pradesh,Dhar,2025-09,7944
Madhya Pradesh,Dhar,2025-10,3869
Madhya Pradesh,Dhar,2025-11,7699
Madhya Pradesh,Dhar,2025-12,9890
Madhya Pradesh,Dindori,2025-03,5664
Madhya Pradesh,Dindori,2025-04,3842
Madhya Pradesh,Dindori,2025-05,4491
Madhya Pradesh,Dindori,2025-06,4261
Madhya Pradesh,Dindori,2025-07,4238
Madhya Pradesh,Dindori,2025-09,2863
Madhya Pradesh,Dindori,2025-10,1273
Madhya Pradesh,Dindori,2025-11,1970
Madhya Pradesh,Dindori,2025-12,3154
Madhya Pradesh,East Nimar,2025-03,2438
Madhya Pradesh,East Nimar,2025-09,1834
Madhya Pradesh,East Nimar,2025-10,905
Madhya Pradesh,East Nimar,2025-11,1781
Madhya Pradesh,East Nimar,2025-12,2452
Madhya Pradesh,Gwalior,2025-03,11876
Madhya Pradesh,Gwalior,2025-04,1788
Madhya Pradesh,Gwalior,2025-05,3771
Madhya Pradesh,Gwalior,2025-06,6492
Madhya Pradesh,Gwalior,2025-07,4873
Madhya Pradesh,Gwalior,2025-09,8005
Madhya Pradesh,Gwalior,2025-10,3775
Madhya Pradesh,Gwalior,2025-11,8957
Madhya Pradesh,Gwalior,2025-12,10551
Madhya Pradesh,Harda *,2025-03,1749
Madhya Pradesh,Harda *,2025-05,1255
Madhya Pradesh,Harda *,2025-06,270
Madhya Pradesh,Harda *,2025-07,638
Madhya Pradesh,Harda *,2025-09,1157
Madhya Pradesh,Harda *,2025-10,558
Madhya Pradesh,Harda *,2025-11,1057
Madhya Pradesh,Harda *,2025-12,1269
Madhya Pradesh,Hoshangabad,2025-03,2011
Madhya Pradesh,Hoshangabad,2025-05,592
Madhya Pradesh,Hoshangabad,2025-09,2225
Madhya Pradesh,Hoshangabad,2025-10,897
Madhya Pradesh,Hoshangabad,2025-11,1706
Madhya Pradesh,Hoshangabad,2025-12,2268
Madhya Pradesh,Indore,2025-03,17824
Madhya Pradesh,Indore,2025-04,9287
Madhya Pradesh,Indore,2025-05,13686
Madhya Pradesh,Indore,2025-06,12870
Madhya Pradesh,Indore,2025-07,18969
Madhya Pradesh,Indore,2025-09,11757
Madhya Pradesh,Indore,2025-10,6933
Madhya Pradesh,Indore,2025-11,15278
Madhya Pradesh,Indore,2025-12,19402
Madhya Pradesh,Jabalpur,2025-03,13874
Madhya Pradesh,Jabalpur,2025-04,1534
Madhya Pradesh,Jabalpur,2025-05,8575
Madhya Pradesh,Jabalpur,2025-06,2960
Madhya Pradesh,Jabalpur,2025-07,7987
Madhya Pradesh,Jabalpur,2025-09,9100
Madhya Pradesh,Jabalpur,2025-10,4903
Madhya Pradesh,Jabalpur,2025-11,9679
Madhya Pradesh,Jabalpur,2025-12,10088
Madhya Pradesh,Jhabua,2025-03,10780
Madhya Pradesh,Jhabua,2025-05,1275
Madhya Pradesh,Jhabua,2025-09,6528
Madhya Pradesh,Jhabua,2025-10,3133
Madhya Pradesh,Jhabua,2025-11,5537
Madhya Pradesh,Jhabua,2025-12,6227
Madhya Pradesh,Katni,2025-03,10764
Madhya Pradesh,Katni,2025-04,2885
Madhya Pradesh,Katni,2025-05,2561
Madhya Pradesh,Katni,2025-07,3167
Madhya Pradesh,Katni,2025-09,6154
Madhya Pradesh,Katni,2025-10,3359
Madhya Pradesh,Katni,2025-11,5864
Madhya Pradesh,Katni,2025-12,7013
Madhya Pradesh,Khandwa,2025-03,3942
Madhya Pradesh,Khandwa,2025-05,581
Madhya Pradesh,Khandwa,2025-07,1451
Madhya Pradesh,Khandwa,2025-09,1649
Madhya Pradesh,Khandwa,2025-10,774
