state_clean,district_clean,date,total_biometric
Tamil Nadu,Chennai,2025-06,24644
Tamil Nadu,Chennai,2025-07,29126
Tamil Nadu,Chennai,2025-09,18377
Tamil Nadu,Chennai,2025-10,17174
Tamil Nadu,Chennai,2025-11,27806
Tamil Nadu,Chennai,2025-12,31696
Tamil Nadu,Coimbatore,2025-03,28931
Tamil Nadu,Coimbatore,2025-04,24680
Tamil Nadu,Coimbatore,2025-05,29906
Tamil Nadu,Coimbatore,2025-06,29157
Tamil Nadu,Coimbatore,2025-07,32500
Tamil Nadu,Coimbatore,2025-09,16172
Tamil Nadu,Coimbatore,2025-10,10253
Tamil Nadu,Coimbatore,2025-11,18758
Tamil Nadu,Coimbatore,2025-12,25457
Tamil Nadu,Cuddalore,2025-03,20147
Tamil Nadu,Cuddalore,2025-04,17329
Tamil Nadu,Cuddalore,2025-05,18333
Tamil Nadu,Cuddalore,2025-06,19078
Tamil Nadu,Cuddalore,2025-07,18249
Tamil Nadu,Cuddalore,2025-09,10616
Tamil Nadu,Cuddalore,2025-10,12025
Tamil Nadu,Cuddalore,2025-11,20065
Tamil Nadu,Cuddalore,2025-12,27973
Tamil Nadu,Dharmapuri,2025-03,18432
Tamil Nadu,Dharmapuri,2025-04,10278
Tamil Nadu,Dharmapuri,2025-05,8892
Tamil Nadu,Dharmapuri,2025-06,10521
Tamil Nadu,Dharmapuri,2025-07,9534
Tamil Nadu,Dharmapuri,2025-09,6676
Tamil Nadu,Dharmapuri,2025-10,8445
Tamil Nadu,Dharmapuri,2025-11,11534
Tamil Nadu,Dharmapuri,2025-12,17722
Tamil Nadu,Dindigul,2025-03,30544
Tamil Nadu,Dindigul,2025-04,21854
Tamil Nadu,Dindigul,2025-05,20177
Tamil Nadu,Dindigul,2025-06,22751
Tamil Nadu,Dindigul,2025-07,24551
Tamil Nadu,Dindigul,2025-09,14159
Tamil Nadu,Dindigul,2025-10,10960
Tamil Nadu,Dindigul,2025-11,17335
Tamil Nadu,Dindigul,2025-12,20677
Tamil Nadu,Erode,2025-03,18796
Tamil Nadu,Erode,2025-04,13367
Tamil Nadu,Erode,2025-05,15404
Tamil Nadu,Erode,2025-06,16283
Tamil Nadu,Erode,2025-07,17071
Tamil Nadu,Erode,2025-09,11428
Tamil Nadu,Erode,2025-10,14181
Tamil Nadu,Erode,2025-11,19365
Tamil Nadu,Erode,2025-12,18159
Tamil Nadu,Kallakurichi,2025-03,805
Tamil Nadu,Kallakurichi,2025-04,376
Tamil Nadu,Kallakurichi,2025-05,502
Tamil Nadu,Kallakurichi,2025-06,619
Tamil Nadu,Kallakurichi,2025-07,411
Tamil Nadu,Kallakurichi,2025-09,385
Tamil Nadu,Kallakurichi,2025-10,314
Tamil Nadu,Kallakurichi,2025-11,520
Tamil Nadu,Kallakurichi,2025-12,788
Tamil Nadu,Kancheepuram,2025-03,28476
Tamil Nadu,Kancheepuram,2025-04,23779
Tamil Nadu,Kancheepuram,2025-05,25327
Tamil Nadu,Kancheepuram,2025-06,26895
Tamil Nadu,Kancheepuram,2025-07,27693
Tamil Nadu,Kancheepuram,2025-09,16926
Tamil Nadu,Kancheepuram,2025-10,15942
Tamil Nadu,Kancheepuram,2025-11,31896
Tamil Nadu,Kancheepuram,2025-12,31914
Tamil Nadu,Kanniyakumari,2025-03,9750
Tamil Nadu,Kanniyakumari,2025-04,7144
Tamil Nadu,Kanniyakumari,2025-05,11929
Tamil Nadu,Kanniyakumari,2025-06,12053
Tamil Nadu,Kanniyakumari,2025-07,11667
Tamil Nadu,Kanniyakumari,2025-09,9475
Tamil Nadu,Kanniyakumari,2025-10,9462
Tamil Nadu,Kanniyakumari,2025-11,11762
Tamil Nadu,Kanniyakumari,2025-12,13279
Tamil Nadu,Karur,2025-03,8620
Tamil Nadu,Karur,2025-04,6126
Tamil Nadu,Karur,2025-05,6129
Tamil Nadu,Karur,2025-06,6246
Tamil Nadu,Karur,2025-07,7147
Tamil Nadu,Karur,2025-09,5283
Tamil Nadu,Karur,2025-10,3897
Tamil Nadu,Karur,2025-11,5912
Tamil Nadu,Karur,2025-12,7070
Tamil Nadu,Krishnagiri,2025-03,17488
Tamil Nadu,Krishnagiri,2025-04,11083
Tamil Nadu,Krishnagiri,2025-05,11518
Tamil Nadu,Krishnagiri,2025-06,12244
Tamil Nadu,Krishnagiri,2025-07,12796
Tamil Nadu,Krishnagiri,2025-09,7742
Tamil Nadu,Krishnagiri,2025-10,12198
Tamil Nadu,Krishnagiri,2025-11,17286
Tamil Nadu,Krishnagiri,2025-12,15416
Tamil Nadu,Madurai,2025-03,31464
Tamil Nadu,Madurai,2025-04,24984
Tamil Nadu,Madurai,2025-05,23184
Tamil Nadu,Madurai,2025-06,21956
Tamil Nadu,Madurai,2025-07,26698
Tamil Nadu,Madurai,2025-09,14593
Tamil Nadu,Madurai,2025-10,15312
Tamil Nadu,Madurai,2025-11,23969
Tamil Nadu,Madurai,2025-12,27114
Tamil Nadu,Mayiladuthurai,2025-03,839
Tamil Nadu,Mayiladuthurai,2025-04,155
Tamil Nadu,Mayiladuthurai,2025-05,77
Tamil Nadu,Mayiladuthurai,2025-06,255
Tamil Nadu,Mayiladuthurai,2025-07,270
Tamil Nadu,Mayiladuthurai,2025-09,396
Tamil Nadu,Mayiladuthurai,2025-10,234
Tamil Nadu,Mayiladuthurai,2025-11,893
Tamil Nadu,Mayiladuthurai,2025-12,1012
Tamil Nadu,Nagapattinam,2025-03,10531
Tamil Nadu,Nagapattinam,2025-04,7891
Tamil Nadu,Nagapattinam,2025-05,8753
Tamil Nadu,Nagapattinam,2025-06,8306
Tamil Nadu,Nagapattinam,2025-07,9921
Tamil Nadu,Nagapattinam,2025-09,5189
Tamil Nadu,Nagapattinam,2025-10,5226
Tamil Nadu,Nagapattinam,2025-11,10597
Tamil Nadu,Nagapattinam,2025-12,11762
Tamil Nadu,Namakkal,2025-03,15354
Tamil Nadu,Namakkal,2025-04,12639
Tamil Nadu,Namakkal,2025-05,13060
Tamil Nadu,Namakkal,2025-06,14047
Tamil Nadu,Namakkal,2025-07,15285
Tamil Nadu,Namakkal,2025-09,8608
Tamil Nadu,Namakkal,2025-10,7728
Tamil Nadu,Namakkal,2025-11,14761
Tamil Nadu,Namakkal,2025-12,15296
Tamil Nadu,Perambalur,2025-03,7345
Tamil Nadu,Perambalur,2025-04,4769
Tamil Nadu,Perambalur,2025-05,6209
Tamil Nadu,Perambalur,2025-06,7984
Tamil Nadu,Perambalur,2025-07,7619
Tamil Nadu,Perambalur,2025-09,4268
Tamil Nadu,Perambalur,2025-10,4041
Tamil Nadu,Perambalur,2025-11,6547
Tamil Nadu,Perambalur,2025-12,6342
Tamil Nadu,Pudukkottai,2025-03,16426
Tamil Nadu,Pudukkottai,2025-04,13417
Tamil Nadu,Pudukkottai,2025-05,14109
Tamil Nadu,Pudukkottai,2025-06,14092
Tamil Nadu,Pudukkottai,2025-07,15732
Tamil Nadu,Pudukkottai,2025-09,8574
Tamil Nadu,Pudukkottai,2025-10,9919
Tamil Nadu,Pudukkottai,2025-11,13612
Tamil Nadu,Pudukkottai,2025-12,20359
Tamil Nadu,Ramanathapuram,2025-03,13504
Tamil Nadu,Ramanathapuram,2025-04,10352
Tamil Nadu,Ramanathapuram,2025-05,11958
Tamil Nadu,Ramanathapuram,2025-06,12263
Tamil Nadu,Ramanathapuram,2025-07,12666
Tamil Nadu,Ramanathapuram,2025-09,6267
Tamil Nadu,Ramanathapuram,2025-10,8301
Tamil Nadu,Ramanathapuram,2025-11,9792
Tamil Nadu,Ramanathapuram,2025-12,12359
Tamil Nadu,Ranipet,2025-03,28
Tamil Nadu,Ranipet,2025-04,30
Tamil Nadu,Ranipet,2025-06,51
Tamil Nadu,Ranipet,2025-07,25
Tamil Nadu,Ranipet,2025-09,68
Tamil Nadu,Ranipet,2025-10,53
Tamil Nadu,Ranipet,2025-11,188
Tamil Nadu,Ranipet,2025-12,156
Tamil Nadu,Salem,2025-03,41042
Tamil Nadu,Salem,2025-04,29710
Tamil Nadu,Salem,2025-05,24829
Tamil Nadu,Salem,2025-06,25697
Tamil Nadu,Salem,2025-07,28655
Tamil Nadu,Salem,2025-09,16318
Tamil Nadu,Salem,2025-10,10902
Tamil Nadu,Salem,2025-11,25367
Tamil Nadu,Salem,2025-12,32607
Tamil Nadu,Sivaganga,2025-03,13094
Tamil Nadu,Sivaganga,2025-04,9466
Tamil Nadu,Sivaganga,2025-05,9521
Tamil Nadu,Sivaganga,2025-06,9566
Tamil Nadu,Sivaganga,2025-07,11371
Tamil Nadu,Sivaganga,2025-09,6784
Tamil Nadu,Sivaganga,2025-10,6923
Tamil Nadu,Sivaganga,2025-11,12349
Tamil Nadu,Sivaganga,2025-12,12946
Tamil Nadu,Tenkasi,2025-03,1364
Tamil Nadu,Tenkasi,2025-04,544
Tamil Nadu,Tenkasi,2025-05,325
Tamil Nadu,Tenkasi,2025-06,500
Tamil Nadu,Tenkasi,2025-07,619
Tamil Nadu,Tenkasi,2025-09,988
Tamil Nadu,Tenkasi,2025-10,1436
Tamil Nadu,Tenkasi,2025-11,1874
Tamil Nadu,Tenkasi,2025-12,2077
Tamil Nadu,Thanjavur,2025-03,26876
Tamil Nadu,Thanjavur,2025-04,18634
Tamil Nadu,Thanjavur,2025-05,17995
Tamil Nadu,Thanjavur,2025-06,17910
Tamil Nadu,Thanjavur,2025-07,20751
Tamil Nadu,Thanjavur,2025-09,10433
Tamil Nadu,Thanjavur,2025-10,10645
Tamil Nadu,Thanjavur,2025-11,16902
Tamil Nadu,Thanjavur,2025-12,25322
Tamil Nadu,The Nilgiris,2025-03,6526
Tamil Nadu,The Nilgiris,2025-04,3762
Tamil Nadu,The Nilgiris,2025-05,4580
Tamil Nadu,The Nilgiris,2025-06,4951
Tamil Nadu,The Nilgiris,2025-07,5932
Tamil Nadu,The Nilgiris,2025-09,2601
Tamil Nadu,The Nilgiris,2025-10,2401
Tamil Nadu,The Nilgiris,2025-11,4286
Tamil Nadu,The Nilgiris,2025-12,8083
Tamil Nadu,Theni,2025-03,14150
Tamil Nadu,Theni,2025-04,9939
Tamil Nadu,Theni,2025-05,9909
Tamil Nadu,Theni,2025-06,10605
Tamil Nadu,Theni,2025-07,10300
Tamil Nadu,Theni,2025-09,5337
Tamil Nadu,Theni,2025-10,4848
Tamil Nadu,Theni,2025-11,8043
Tamil Nadu,Theni,2025-12,11336
Tamil Nadu,Thiruvarur,2025-03,11589
Tamil Nadu,Thiruvarur,2025-04,6549
Tamil Nadu,Thiruvarur,2025-05,6361
Tamil Nadu,Thiruvarur,2025-06,6484
Tamil Nadu,Thiruvarur,2025-07,7638
Tamil Nadu,Thiruvarur,2025-09,4939
Tamil Nadu,Thiruvarur,2025-10,5615
Tamil Nadu,Thiruvarur,2025-11,9785
Tamil Nadu,Thiruvarur,2025-12,13802
Tamil Nadu,Thoothukkudi,2025-03,26156
Tamil Nadu,Thoothukkudi,2025-04,15678
Tamil Nadu,Thoothukkudi,2025-05,12217
Tamil Nadu,Thoothukkudi,2025-06,12203
Tamil Nadu,Thoothukkudi,2025-07,13498
Tamil Nadu,Thoothukkudi,2025-09,6971
Tamil Nadu,Thoothukkudi,2025-10,9842
Tamil Nadu,Thoothukkudi,2025-11,17846
Tamil Nadu,Thoothukkudi,2025-12,20726
Tamil Nadu,Tiruchirappalli,2025-03,27071
Tamil Nadu,Tiruchirappalli,2025-04,21034
Tamil Nadu,Tiruchirappalli,2025-05,21084
Tamil Nadu,Tiruchirappalli,2025-06,22546
Tamil Nadu,Tiruchirappalli,2025-07,25428
Tamil Nadu,Tiruchirappalli,2025-09,13062
Tamil Nadu,Tiruchirappalli,2025-10,14390
Tamil Nadu,Tiruchirappalli,2025-11,21301
Tamil Nadu,Tiruchirappalli,2025-12,22084
Tamil Nadu,Tirunelveli,2025-03,34191
Tamil Nadu,Tirunelveli,2025-04,22048
Tamil Nadu,Tirunelveli,2025-05,18355
Tamil Nadu,Tirunelveli,2025-06,19567
Tamil Nadu,Tirunelveli,2025-07,23342
Tamil Nadu,Tirunelveli,2025-09,16351
Tamil Nadu,Tirunelveli,2025-10,19265
Tamil Nadu,Tirunelveli,2025-11,26936
Tamil Nadu,Tirunelveli,2025-12,28687
Tamil Nadu,Tirupattur,2025-03,1810
Tamil Nadu,Tirupattur,2025-04,1344
Tamil Nadu,Tirupattur,2025-05,911
Tamil Nadu,Tirupattur,2025-06,1072
Tamil Nadu,Tirupattur,2025-07,821
Tamil Nadu,Tirupattur,2025-09,572
Tamil Nadu,Tirupattur,2025-10,972
Tamil Nadu,Tirupattur,2025-11,2258
Tamil Nadu,Tirupattur,2025-12,1910
Tamil Nadu,Tiruppur,2025-03,17601
Tamil Nadu,Tiruppur,2025-04,15700
Tamil Nadu,Tiruppur,2025-05,17481
Tamil Nadu,Tiruppur,2025-06,17341
Tamil Nadu,Tiruppur,2025-07,17882
Tamil Nadu,Tiruppur,2025-09,10562
Tamil Nadu,Tiruppur,2025-10,10227
Tamil Nadu,Tiruppur,2025-11,16922
Tamil Nadu,Tiruppur,2025-12,20646
Tamil Nadu,Tiruvallur,2025-03,33208
Tamil Nadu,Tiruvallur,2025-04,23239
Tamil Nadu,Tiruvallur,2025-05,25421
Tamil Nadu,Tiruvallur,2025-06,25418
Tamil Nadu,Tiruvallur,2025-07,28855
Tamil Nadu,Tiruvallur,2025-09,17094
Tamil Nadu,Tiruvallur,2025-10,16419
Tamil Nadu,Tiruvallur,2025-11,28194
Tamil Nadu,Tiruvallur,2025-12,32959
Tamil Nadu,Tiruvannamalai,2025-03,26550
Tamil Nadu,Tiruvannamalai,2025-04,16788
Tamil Nadu,Tiruvannamalai,2025-05,14899
Tamil Nadu,Tiruvannamalai,2025-06,14623
Tamil Nadu,Tiruvannamalai,2025-07,15010
Tamil Nadu,Tiruvannamalai,2025-09,7843
Tamil Nadu,Tiruvannamalai,2025-10,11036
Tamil Nadu,Tiruvannamalai,2025-11,14954
Tamil Nadu,Tiruvannamalai,2025-12,15979
Tamil Nadu,Tuticorin,2025-09,2
Tamil Nadu,Tuticorin,2025-11,1
Tamil Nadu,Tuticorin,2025-12,2
Tamil Nadu,Vellore,2025-03,26787
Tamil Nadu,Vellore,2025-04,21312
Tamil Nadu,Vellore,2025-05,18167
Tamil Nadu,Vellore,2025-06,19123
Tamil Nadu,Vellore,2025-07,20192
Tamil Nadu,Vellore,2025-09,12167
Tamil Nadu,Vellore,2025-10,14895
Tamil Nadu,Vellore,2025-11,25274
Tamil Nadu,Vellore,2025-12,27485
Tamil Nadu,Villupuram,2025-03,34404
Tamil Nadu,Villupuram,2025-04,20618
Tamil Nadu,Villupuram,2025-05,18232
Tamil Nadu,Villupuram,2025-06,21242
Tamil Nadu,Villupuram,2025-07,19950
Tamil Nadu,Villupuram,2025-09,12060
Tamil Nadu,Villupuram,2025-10,20025
Tamil Nadu,Villupuram,2025-11,29181
Tamil Nadu,Villupuram,2025-12,24550
Tamil Nadu,Virudhunagar,2025-03,14748
Tamil Nadu,Virudhunagar,2025-04,11862
Tamil Nadu,Virudhunagar,2025-05,12544
Tamil Nadu,Virudhunagar,2025-06,12192
Tamil Nadu,Virudhunagar,2025-07,13092
Tamil Nadu,Virudhunagar,2025-09,6872
Tamil Nadu,Virudhunagar,2025-10,12376
Tamil Nadu,Virudhunagar,2025-11,19436
Tamil Nadu,Virudhunagar,2025-12,13782
Telangana,Adilabad,2025-03,7609
Telangana,Adilabad,2025-04,5817
Telangana,Adilabad,2025-05,6994
Telangana,Adilabad,2025-06,9094
Telangana,Adilabad,2025-07,9898
Telangana,Adilabad,2025-09,7956
Telangana,Adilabad,2025-10,10080
Telangana,Adilabad,2025-11,10185
Telangana,Adilabad,2025-12,9559
Telangana,Bhadradri Kothagudem,2025-03,1650
Telangana,Bhadradri Kothagudem,2025-04,1201
Telangana,Bhadradri Kothagudem,2025-05,1405
Telangana,Bhadradri Kothagudem,2025-06,1958
Telangana,Bhadradri Kothagudem,2025-07,2759
Telangana,Bhadradri Kothagudem,2025-09,2691
Telangana,Bhadradri Kothagudem,2025-10,3271
Telangana,Bhadradri Kothagudem,2025-11,2852
Telangana,Bhadradri Kothagudem,2025-12,2645
Telangana,Hanumakonda,2025-03,773
Telangana,Hanumakonda,2025-04,1046
Telangana,Hanumakonda,2025-05,1023
Telangana,Hanumakonda,2025-06,894
Telangana,Hanumakonda,2025-07,1274
Telangana,Hanumakonda,2025-09,1489
Telangana,Hanumakonda,2025-10,788
Telangana,Hanumakonda,2025-11,768
Telangana,Hanumakonda,2025-12,725
Telangana,Hyderabad,2025-03,22449
Telangana,Hyderabad,2025-04,21042
Telangana,Hyderabad,2025-05,21654
Telangana,Hyderabad,2025-06,24260
Telangana,Hyderabad,2025-07,31711
Telangana,Hyderabad,2025-09,20644
Telangana,Hyderabad,2025-10,18435
Telangana,Hyderabad,2025-11,24727
Telangana,Hyderabad,2025-12,35515
Telangana,Jagitial,2025-03,942
Telangana,Jagitial,2025-04,762
Telangana,Jagitial,2025-05,1082
Telangana,Jagitial,2025-06,1329
Telangana,Jagitial,2025-07,1217
Telangana,Jagitial,2025-09,847
Telangana,Jagitial,2025-10,1145
Telangana,Jagitial,2025-11,1246
Telangana,Jagitial,2025-12,1770
Telangana,Jangoan,2025-03,414
Telangana,Jangoan,2025-04,409
Telangana,Jangoan,2025-05,404
Telangana,Jangoan,2025-06,528
Telangana,Jangoan,2025-07,732
Telangana,Jangoan,2025-09,1332
Telangana,Jangoan,2025-10,989
Telangana,Jangoan,2025-11,1301
Telangana,Jangoan,2025-12,1076
Telangana,Jayashankar Bhupalpally,2025-03,363
Telangana,Jayashankar Bhupalpally,2025-04,298
Telangana,Jayashankar Bhupalpally,2025-05,482
Telangana,Jayashankar Bhupalpally,2025-06,611
Telangana,Jayashankar Bhupalpally,2025-07,534
Telangana,Jayashankar Bhupalpally,2025-09,572
Telangana,Jayashankar Bhupalpally,2025-10,509
Telangana,Jayashankar Bhupalpally,2025-11,526
Telangana,Jayashankar Bhupalpally,2025-12,489
Telangana,Jogulamba Gadwal,2025-03,1356
Telangana,Jogulamba Gadwal,2025-04,972
Telangana,Jogulamba Gadwal,2025-05,956
Telangana,Jogulamba Gadwal,2025-06,1334
Telangana,Jogulamba Gadwal,2025-07,1630
Telangana,Jogulamba Gadwal,2025-09,951
Telangana,Jogulamba Gadwal,2025-10,1271
Telangana,Jogulamba Gadwal,2025-11,1241
Telangana,Jogulamba Gadwal,2025-12,1206
Telangana,K.v. Rangareddy,2025-03,26452
Telangana,K.v. Rangareddy,2025-04,22541
Telangana,K.v. Rangareddy,2025-05,23422
Telangana,K.v. Rangareddy,2025-06,28562
Telangana,K.v. Rangareddy,2025-07,36531
Telangana,K.v. Rangareddy,2025-09,25153
Telangana,K.v. Rangareddy,2025-10,24038
Telangana,K.v. Rangareddy,2025-11,25795
Telangana,K.v. Rangareddy,2025-12,29558
Telangana,Kamareddy,2025-03,1206
Telangana,Kamareddy,2025-04,981
Telangana,Kamareddy,2025-05,1086
Telangana,Kamareddy,2025-06,1830
Telangana,Kamareddy,2025-07,1881
Telangana,Kamareddy,2025-09,1664
Telangana,Kamareddy,2025-10,1592
Telangana,Kamareddy,2025-11,1903
Telangana,Kamareddy,2025-12,2392
Telangana,Karimnagar,2025-03,14539
Telangana,Karimnagar,2025-04,12019
Telangana,Karimnagar,2025-05,16371
Telangana,Karimnagar,2025-06,17181
Telangana,Karimnagar,2025-07,16347
Telangana,Karimnagar,2025-09,13174
Telangana,Karimnagar,2025-10,13040
Telangana,Karimnagar,2025-11,13485
Telangana,Karimnagar,2025-12,15596
Telangana,Khammam,2025-03,4518
Telangana,Khammam,2025-04,3958
Telangana,Khammam,2025-05,6468
Telangana,Khammam,2025-06,7418
Telangana,Khammam,2025-07,7608
Telangana,Khammam,2025-09,6990
Telangana,Khammam,2025-10,7310
Telangana,Khammam,2025-11,7597
Telangana,Khammam,2025-12,7932
Telangana,Komaram Bheem,2025-03,895
Telangana,Komaram Bheem,2025-04,809
Telangana,Komaram Bheem,2025-05,725
Telangana,Komaram Bheem,2025-06,1187
Telangana,Komaram Bheem,2025-07,1049
Telangana,Komaram Bheem,2025-09,996
Telangana,Komaram Bheem,2025-10,1197
Telangana,Komaram Bheem,2025-11,1310
Telangana,Komaram Bheem,2025-12,1180
Telangana,Mahabubabad,2025-03,843
Telangana,Mahabubabad,2025-04,761
Telangana,Mahabubabad,2025-05,877
Telangana,Mahabubabad,2025-06,1139
Telangana,Mahabubabad,2025-07,1167
Telangana,Mahabubabad,2025-09,1275
Telangana,Mahabubabad,2025-10,1125
Telangana,Mahabubabad,2025-11,1461
Telangana,Mahabubabad,2025-12,1163
Telangana,Mahabubnagar,2025-03,22216
Telangana,Mahabubnagar,2025-04,17232
Telangana,Mahabubnagar,2025-05,18375
Telangana,Mahabubnagar,2025-06,24876
Telangana,Mahabubnagar,2025-07,27656
Telangana,Mahabubnagar,2025-09,20189
Telangana,Mahabubnagar,2025-10,20096
Telangana,Mahabubnagar,2025-11,19161
Telangana,Mahabubnagar,2025-12,19558
Telangana,Mancherial,2025-03,952
Telangana,Mancherial,2025-04,865
Telangana,Mancherial,2025-05,1155
Telangana,Mancherial,2025-06,1332
Telangana,Mancherial,2025-07,1192
Telangana,Mancherial,2025-09,1095
Telangana,Mancherial,2025-10,1636
Telangana,Mancherial,2025-11,1750
Telangana,Mancherial,2025-12,2012
Telangana,Medak,2025-03,11024
Telangana,Medak,2025-04,9432
Telangana,Medak,2025-05,11200
Telangana,Medak,2025-06,14684
Telangana,Medak,2025-07,15087
Telangana,Medak,2025-09,13954
Telangana,Medak,2025-10,16742
Telangana,Medak,2025-11,14809
Telangana,Medak,2025-12,14346
Telangana,Medchal-malkajgiri,2025-03,4898
Telangana,Medchal-malkajgiri,2025-04,2881
Telangana,Medchal-malkajgiri,2025-05,3053
Telangana,Medchal-malkajgiri,2025-06,3215
Telangana,Medchal-malkajgiri,2025-07,3630
Telangana,Medchal-malkajgiri,2025-09,3728
Telangana,Medchal-malkajgiri,2025-10,3554
Telangana,Medchal-malkajgiri,2025-11,3978
Telangana,Medchal-malkajgiri,2025-12,5386
Telangana,Mulugu,2025-03,279
Telangana,Mulugu,2025-04,405
Telangana,Mulugu,2025-05,586
Telangana,Mulugu,2025-06,870
Telangana,Mulugu,2025-07,759
Telangana,Mulugu,2025-09,591
Telangana,Mulugu,2025-10,492
Telangana,Mulugu,2025-11,643
Telangana,Mulugu,2025-12,616
Telangana,Nagarkurnool,2025-03,1182
Telangana,Nagarkurnool,2025-04,922
Telangana,Nagarkurnool,2025-05,961
Telangana,Nagarkurnool,2025-06,1213
Telangana,Nagarkurnool,2025-07,1529
Telangana,Nagarkurnool,2025-09,1408
Telangana,Nagarkurnool,2025-10,1776
Telangana,Nagarkurnool,2025-11,1459
Telangana,Nagarkurnool,2025-12,1500
Telangana,Nalgonda,2025-03,12715
Telangana,Nalgonda,2025-04,11220
Telangana,Nalgonda,2025-05,15428
Telangana,Nalgonda,2025-06,19050
Telangana,Nalgonda,2025-07,18075
Telangana,Nalgonda,2025-09,12415
Telangana,Nalgonda,2025-10,14791
Telangana,Nalgonda,2025-11,14891
Telangana,Nalgonda,2025-12,15070
Telangana,Narayanpet,2025-03,592
Telangana,Narayanpet,2025-04,447
Telangana,Narayanpet,2025-05,406
Telangana,Narayanpet,2025-06,818
Telangana,Narayanpet,2025-07,1142
Telangana,Narayanpet,2025-09,848
Telangana,Narayanpet,2025-10,621
Telangana,Narayanpet,2025-11,581
Telangana,Narayanpet,2025-12,730
Telangana,Nirmal,2025-03,705
Telangana,Nirmal,2025-04,686
Telangana,Nirmal,2025-05,871
Telangana,Nirmal,2025-06,1275
Telangana,Nirmal,2025-07,1497
Telangana,Nirmal,2025-09,1859
Telangana,Nirmal,2025-10,1699
Telangana,Nirmal,2025-11,1945
Telangana,Nirmal,2025-12,2117
Telangana,Nizamabad,2025-03,11609
Telangana,Nizamabad,2025-04,9051
Telangana,Nizamabad,2025-05,10967
Telangana,Nizamabad,2025-06,13827
Telangana,Nizamabad,2025-07,14622
Telangana,Nizamabad,2025-09,10932
Telangana,Nizamabad,2025-10,12441
Telangana,Nizamabad,2025-11,13498
Telangana,Nizamabad,2025-12,15831
Telangana,Peddapalli,2025-03,642
Telangana,Peddapalli,2025-04,356
Telangana,Peddapalli,2025-05,641
Telangana,Peddapalli,2025-06,751
Telangana,Peddapalli,2025-07,746
Telangana,Peddapalli,2025-09,1079
Telangana,Peddapalli,2025-10,568
Telangana,Peddapalli,2025-11,680
Telangana,Peddapalli,2025-12,781
Telangana,Rajanna Sircilla,2025-03,742
Telangana,Rajanna Sircilla,2025-04,513
Telangana,Rajanna Sircilla,2025-05,708
Telangana,Rajanna Sircilla,2025-06,841
Telangana,Rajanna Sircilla,2025-07,921
Telangana,Rajanna Sircilla,2025-09,959
Telangana,Rajanna Sircilla,2025-10,807
Telangana,Rajanna Sircilla,2025-11,1148
Telangana,Rajanna Sircilla,2025-12,1127
Telangana,Sangareddy,2025-03,2196
Telangana,Sangareddy,2025-04,1802
Telangana,Sangareddy,2025-05,1956
Telangana,Sangareddy,2025-06,2656
Telangana,Sangareddy,2025-07,2985
Telangana,Sangareddy,2025-09,2530
Telangana,Sangareddy,2025-10,2858
Telangana,Sangareddy,2025-11,3464
Telangana,Sangareddy,2025-12,3490
Telangana,Siddipet,2025-03,723
Telangana,Siddipet,2025-04,791
Telangana,Siddipet,2025-05,827
Telangana,Siddipet,2025-06,1142
Telangana,Siddipet,2025-07,1125
Telangana,Siddipet,2025-09,2186
Telangana,Siddipet,2025-10,3095
Telangana,Siddipet,2025-11,2592
Telangana,Siddipet,2025-12,2711
Telangana,Suryapet,2025-03,2080
Telangana,Suryapet,2025-04,1399
Telangana,Suryapet,2025-05,2029
Telangana,Suryapet,2025-06,2623
Telangana,Suryapet,2025-07,2603
Telangana,Suryapet,2025-09,2116
Telangana,Suryapet,2025-10,2287
Telangana,Suryapet,2025-11,2225
Telangana,Suryapet,2025-12,1978
Telangana,Vikarabad,2025-03,1094
Telangana,Vikarabad,2025-04,909
Telangana,Vikarabad,2025-05,1056
Telangana,Vikarabad,2025-06,1676
Telangana,Vikarabad,2025-07,2020
Telangana,Vikarabad,2025-09,1716
Telangana,Vikarabad,2025-10,1838
Telangana,Vikarabad,2025-11,1794
Telangana,Vikarabad,2025-12,1562
Telangana,Wanaparthy,2025-03,1121
Telangana,Wanaparthy,2025-04,840
Telangana,Wanaparthy,2025-05,975
Telangana,Wanaparthy,2025-06,1328
Telangana,Wanaparthy,2025-07,1348
Telangana,Wanaparthy,2025-09,1029
Telangana,Wanaparthy,2025-10,1071
Telangana,Wanaparthy,2025-11,958
Telangana,Wanaparthy,2025-12,1014
Telangana,Warangal,2025-03,8663
Telangana,Warangal,2025-04,7633
Telangana,Warangal,2025-05,10408
Telangana,Warangal,2025-06,12258
Telangana,Warangal,2025-07,11507
Telangana,Warangal,2025-09,9697
Telangana,Warangal,2025-10,9339
Telangana,Warangal,2025-11,10419
Telangana,Warangal,2025-12,8672
Telangana,Warangal Rural,2025-03,1186
Telangana,Warangal Rural,2025-04,1212
Telangana,Warangal Rural,2025-05,1499
Telangana,Warangal Rural,2025-06,1823
Telangana,Warangal Rural,2025-07,2146
Telangana,Warangal Rural,2025-09,2003
Telangana,Warangal Rural,2025-10,1472
Telangana,Warangal Rural,2025-11,1832
Telangana,Warangal Rural,2025-12,2099
Telangana,Yadadri.,2025-03,1024
Telangana,Yadadri.,2025-04,948
Telangana,Yadadri.,2025-05,1011
Telangana,Yadadri.,2025-06,1533
Telangana,Yadadri.,2025-07,1691
Telangana,Yadadri.,2025-09,1176
Telangana,Yadadri.,2025-10,1399
