state_clean,district_clean,date,total_enrollments
Madhya Pradesh,Chhatarpur,2025-04,850
Madhya Pradesh,Chhatarpur,2025-05,737
Madhya Pradesh,Chhatarpur,2025-06,714
Madhya Pradesh,Chhatarpur,2025-07,3586
Madhya Pradesh,Chhatarpur,2025-09,4215
Madhya Pradesh,Chhatarpur,2025-10,1452
Madhya Pradesh,Chhatarpur,2025-11,3144
Madhya Pradesh,Chhatarpur,2025-12,2966
Madhya Pradesh,Chhindwara,2025-09,2745
Madhya Pradesh,Chhindwara,2025-10,1748
Madhya Pradesh,Chhindwara,2025-11,2493
Madhya Pradesh,Chhindwara,2025-12,1880
Madhya Pradesh,Damoh,2025-09,2204
Madhya Pradesh,Damoh,2025-10,1012
Madhya Pradesh,Damoh,2025-11,1624
Madhya Pradesh,Damoh,2025-12,1086
Madhya Pradesh,Datia,2025-04,302
Madhya Pradesh,Datia,2025-07,839
Madhya Pradesh,Datia,2025-09,2116
Madhya Pradesh,Datia,2025-10,507
Madhya Pradesh,Datia,2025-11,1201
Madhya Pradesh,Datia,2025-12,844
Madhya Pradesh,Dewas,2025-04,502
Madhya Pradesh,Dewas,2025-05,622
Madhya Pradesh,Dewas,2025-07,849
Madhya Pradesh,Dewas,2025-09,2506
Madhya Pradesh,Dewas,2025-10,1369
Madhya Pradesh,Dewas,2025-11,2894
Madhya Pradesh,Dewas,2025-12,1625
Madhya Pradesh,Dhar,2025-04,619
Madhya Pradesh,Dhar,2025-06,1527
Madhya Pradesh,Dhar,2025-07,922
Madhya Pradesh,Dhar,2025-09,3128
Madhya Pradesh,Dhar,2025-10,1612
Madhya Pradesh,Dhar,2025-11,2538
Madhya Pradesh,Dhar,2025-12,2203
Madhya Pradesh,Dindori,2025-09,873
Madhya Pradesh,Dindori,2025-10,470
Madhya Pradesh,Dindori,2025-11,476
Madhya Pradesh,Dindori,2025-12,799
Madhya Pradesh,East Nimar,2025-07,458
Madhya Pradesh,East Nimar,2025-09,1547
Madhya Pradesh,East Nimar,2025-10,763
Madhya Pradesh,East Nimar,2025-11,957
Madhya Pradesh,East Nimar,2025-12,818
Madhya Pradesh,Guna,2025-04,784
Madhya Pradesh,Guna,2025-07,1072
Madhya Pradesh,Guna,2025-09,3535
Madhya Pradesh,Guna,2025-10,949
Madhya Pradesh,Guna,2025-11,1722
Madhya Pradesh,Guna,2025-12,1637
Madhya Pradesh,Gwalior,2025-03,327
Madhya Pradesh,Gwalior,2025-04,1338
Madhya Pradesh,Gwalior,2025-05,464
Madhya Pradesh,Gwalior,2025-06,1930
Madhya Pradesh,Gwalior,2025-07,4409
Madhya Pradesh,Gwalior,2025-09,3715
Madhya Pradesh,Gwalior,2025-10,1249
Madhya Pradesh,Gwalior,2025-11,3090
Madhya Pradesh,Gwalior,2025-12,1848
Madhya Pradesh,Harda *,2025-09,1155
Madhya Pradesh,Harda *,2025-10,381
Madhya Pradesh,Harda *,2025-11,642
Madhya Pradesh,Harda *,2025-12,525
Madhya Pradesh,Hoshangabad,2025-07,281
Madhya Pradesh,Hoshangabad,2025-09,2483
Madhya Pradesh,Hoshangabad,2025-10,841
Madhya Pradesh,Hoshangabad,2025-11,1312
Madhya Pradesh,Hoshangabad,2025-12,997
Madhya Pradesh,Indore,2025-04,1083
Madhya Pradesh,Indore,2025-05,648
Madhya Pradesh,Indore,2025-06,561
Madhya Pradesh,Indore,2025-07,4994
Madhya Pradesh,Indore,2025-09,4731
Madhya Pradesh,Indore,2025-10,2600
Madhya Pradesh,Indore,2025-11,4254
Madhya Pradesh,Indore,2025-12,3187
Madhya Pradesh,Jabalpur,2025-04,159
Madhya Pradesh,Jabalpur,2025-07,462
Madhya Pradesh,Jabalpur,2025-09,3936
Madhya Pradesh,Jabalpur,2025-10,2192
Madhya Pradesh,Jabalpur,2025-11,3164
Madhya Pradesh,Jabalpur,2025-12,2470
Madhya Pradesh,Jhabua,2025-04,886
Madhya Pradesh,Jhabua,2025-05,634
Madhya Pradesh,Jhabua,2025-06,899
Madhya Pradesh,Jhabua,2025-07,2761
Madhya Pradesh,Jhabua,2025-09,3277
Madhya Pradesh,Jhabua,2025-10,1401
Madhya Pradesh,Jhabua,2025-11,2127
Madhya Pradesh,Jhabua,2025-12,1451
Madhya Pradesh,Katni,2025-03,106
Madhya Pradesh,Katni,2025-04,413
Madhya Pradesh,Katni,2025-06,293
Madhya Pradesh,Katni,2025-07,717
Madhya Pradesh,Katni,2025-09,2900
Madhya Pradesh,Katni,2025-10,1857
Madhya Pradesh,Katni,2025-11,2369
Madhya Pradesh,Katni,2025-12,2131
Madhya Pradesh,Khandwa,2025-04,420
Madhya Pradesh,Khandwa,2025-05,78
Madhya Pradesh,Khandwa,2025-07,831
Madhya Pradesh,Khandwa,2025-09,1117
Madhya Pradesh,Khandwa,2025-10,528
Madhya Pradesh,Khandwa,2025-11,814
Madhya Pradesh,Khandwa,2025-12,673
Madhya Pradesh,Khargone,2025-04,935
Madhya Pradesh,Khargone,2025-05,448
Madhya Pradesh,Khargone,2025-06,526
Madhya Pradesh,Khargone,2025-07,4724
Madhya Pradesh,Khargone,2025-09,3372
Madhya Pradesh,Khargone,2025-10,1249
Madhya Pradesh,Khargone,2025-11,1882
Madhya Pradesh,Khargone,2025-12,1786
Madhya Pradesh,Maihar,2025-09,130
Madhya Pradesh,Maihar,2025-10,79
Madhya Pradesh,Maihar,2025-11,95
Madhya Pradesh,Maihar,2025-12,96
Madhya Pradesh,Mandla,2025-09,1415
Madhya Pradesh,Mandla,2025-10,895
Madhya Pradesh,Mandla,2025-11,1370
Madhya Pradesh,Mandla,2025-12,1179
Madhya Pradesh,Mandsaur,2025-09,1873
Madhya Pradesh,Mandsaur,2025-10,1323
Madhya Pradesh,Mandsaur,2025-11,3458
Madhya Pradesh,Mandsaur,2025-12,1494
Madhya Pradesh,Mauganj,2025-09,149
Madhya Pradesh,Mauganj,2025-10,108
Madhya Pradesh,Mauganj,2025-11,84
Madhya Pradesh,Mauganj,2025-12,82
Madhya Pradesh,Morena,2025-04,1568
Madhya Pradesh,Morena,2025-05,1066
Madhya Pradesh,Morena,2025-06,2269
Madhya Pradesh,Morena,2025-07,6073
Madhya Pradesh,Morena,2025-09,3608
Madhya Pradesh,Morena,2025-10,1594
Madhya Pradesh,Morena,2025-11,3311
Madhya Pradesh,Morena,2025-12,2779
Madhya Pradesh,Narmadapuram,2025-09,273
Madhya Pradesh,Narmadapuram,2025-10,108
Madhya Pradesh,Narmadapuram,2025-11,186
Madhya Pradesh,Narmadapuram,2025-12,159
Madhya Pradesh,Narsimhapur,2025-09,486
Madhya Pradesh,Narsimhapur,2025-10,157
Madhya Pradesh,Narsimhapur,2025-11,326
Madhya Pradesh,Narsimhapur,2025-12,213
Madhya Pradesh,Narsinghpur,2025-07,514
Madhya Pradesh,Narsinghpur,2025-09,1997
Madhya Pradesh,Narsinghpur,2025-10,593
Madhya Pradesh,Narsinghpur,2025-11,1150
Madhya Pradesh,Narsinghpur,2025-12,874
Madhya Pradesh,Neemuch,2025-09,1450
Madhya Pradesh,Neemuch,2025-10,755
Madhya Pradesh,Neemuch,2025-11,1868
Madhya Pradesh,Neemuch,2025-12,836
Madhya Pradesh,Niwari,2025-09,34
Madhya Pradesh,Niwari,2025-10,18
Madhya Pradesh,Niwari,2025-11,52
Madhya Pradesh,Niwari,2025-12,34
Madhya Pradesh,Pandhurna,2025-09,16
Madhya Pradesh,Pandhurna,2025-10,33
Madhya Pradesh,Pandhurna,2025-11,24
Madhya Pradesh,Pandhurna,2025-12,25
Madhya Pradesh,Panna,2025-04,159
Madhya Pradesh,Panna,2025-05,224
Madhya Pradesh,Panna,2025-07,487
Madhya Pradesh,Panna,2025-09,3647
Madhya Pradesh,Panna,2025-10,1579
Madhya Pradesh,Panna,2025-11,1941
Madhya Pradesh,Panna,2025-12,1263
Madhya Pradesh,Raigarh,2025-09,2368
Madhya Pradesh,Raigarh,2025-10,850
Madhya Pradesh,Raigarh,2025-11,1831
Madhya Pradesh,Raigarh,2025-12,2901
Madhya Pradesh,Raisen,2025-04,515
Madhya Pradesh,Raisen,2025-09,2851
Madhya Pradesh,Raisen,2025-10,1090
Madhya Pradesh,Raisen,2025-11,1394
Madhya Pradesh,Raisen,2025-12,1620
Madhya Pradesh,Ratlam,2025-09,2490
Madhya Pradesh,Ratlam,2025-10,1153
Madhya Pradesh,Ratlam,2025-11,3162
Madhya Pradesh,Ratlam,2025-12,1079
Madhya Pradesh,Rewa,2025-09,3637
Madhya Pradesh,Rewa,2025-10,2453
Madhya Pradesh,Rewa,2025-11,2749
Madhya Pradesh,Rewa,2025-12,1831
Madhya Pradesh,Sagar,2025-04,221
Madhya Pradesh,Sagar,2025-06,201
Madhya Pradesh,Sagar,2025-07,1572
Madhya Pradesh,Sagar,2025-09,3687
Madhya Pradesh,Sagar,2025-10,1888
Madhya Pradesh,Sagar,2025-11,3493
Madhya Pradesh,Sagar,2025-12,2518
Madhya Pradesh,Satna,2025-04,437
Madhya Pradesh,Satna,2025-07,629
Madhya Pradesh,Satna,2025-09,4702
Madhya Pradesh,Satna,2025-10,2378
Madhya Pradesh,Satna,2025-11,2876
Madhya Pradesh,Satna,2025-12,2082
Madhya Pradesh,Sehore,2025-07,1673
Madhya Pradesh,Sehore,2025-09,1309
Madhya Pradesh,Sehore,2025-10,618
Madhya Pradesh,Sehore,2025-11,1118
Madhya Pradesh,Sehore,2025-12,1697
Madhya Pradesh,Seoni,2025-09,2297
Madhya Pradesh,Seoni,2025-10,899
Madhya Pradesh,Seoni,2025-11,1397
Madhya Pradesh,Seoni,2025-12,1406
Madhya Pradesh,Shahdol,2025-09,1622
Madhya Pradesh,Shahdol,2025-10,913
Madhya Pradesh,Shahdol,2025-11,1093
Madhya Pradesh,Shahdol,2025-12,1570
Madhya Pradesh,Shajapur,2025-09,1991
Madhya Pradesh,Shajapur,2025-10,1038
Madhya Pradesh,Shajapur,2025-11,2253
Madhya Pradesh,Shajapur,2025-12,1558
Madhya Pradesh,Sheopur,2025-04,396
Madhya Pradesh,Sheopur,2025-06,809
Madhya Pradesh,Sheopur,2025-07,1753
Madhya Pradesh,Sheopur,2025-09,1444
Madhya Pradesh,Sheopur,2025-10,413
Madhya Pradesh,Sheopur,2025-11,983
Madhya Pradesh,Sheopur,2025-12,1345
Madhya Pradesh,Shivpuri,2025-04,869
Madhya Pradesh,Shivpuri,2025-06,783
Madhya Pradesh,Shivpuri,2025-07,1364
Madhya Pradesh,Shivpuri,2025-09,4117
Madhya Pradesh,Shivpuri,2025-10,1183
Madhya Pradesh,Shivpuri,2025-11,2091
Madhya Pradesh,Shivpuri,2025-12,2020
Madhya Pradesh,Sidhi,2025-09,1954
Madhya Pradesh,Sidhi,2025-10,1489
Madhya Pradesh,Sidhi,2025-11,1513
Madhya Pradesh,Sidhi,2025-12,1256
Madhya Pradesh,Singrauli,2025-09,1998
Madhya Pradesh,Singrauli,2025-10,1452
Madhya Pradesh,Singrauli,2025-11,1456
Madhya Pradesh,Singrauli,2025-12,1359
Madhya Pradesh,Tikamgarh,2025-09,2392
Madhya Pradesh,Tikamgarh,2025-10,1051
Madhya Pradesh,Tikamgarh,2025-11,1976
Madhya Pradesh,Tikamgarh,2025-12,1711
Madhya Pradesh,Ujjain,2025-09,4327
Madhya Pradesh,Ujjain,2025-10,2312
Madhya Pradesh,Ujjain,2025-11,4637
Madhya Pradesh,Ujjain,2025-12,2781
Madhya Pradesh,Umaria,2025-09,1874
Madhya Pradesh,Umaria,2025-10,938
Madhya Pradesh,Umaria,2025-11,1138
Madhya Pradesh,Umaria,2025-12,1189
Madhya Pradesh,Vidisha,2025-04,831
Madhya Pradesh,Vidisha,2025-05,267
Madhya Pradesh,Vidisha,2025-07,1911
Madhya Pradesh,Vidisha,2025-09,3021
Madhya Pradesh,Vidisha,2025-10,904
Madhya Pradesh,Vidisha,2025-11,1580
Madhya Pradesh,Vidisha,2025-12,1688
Maharashtra,Ahilyanagar,2025-12,12
Maharashtra,Ahmadnagar,2025-04,96
Maharashtra,Ahmadnagar,2025-07,368
Maharashtra,Ahmadnagar,2025-09,3542
Maharashtra,Ahmadnagar,2025-10,1695
Maharashtra,Ahmadnagar,2025-11,2201
Maharashtra,Ahmadnagar,2025-12,4450
Maharashtra,Akola,2025-07,637
Maharashtra,Akola,2025-09,1502
Maharashtra,Akola,2025-10,741
Maharashtra,Akola,2025-11,1047
Maharashtra,Akola,2025-12,735
Maharashtra,Amravati,2025-06,368
Maharashtra,Amravati,2025-07,684
Maharashtra,Amravati,2025-09,2291
Maharashtra,Amravati,2025-10,1047
Maharashtra,Amravati,2025-11,1247
Maharashtra,Amravati,2025-12,1179
Maharashtra,Aurangabad,2025-03,345
Maharashtra,Aurangabad,2025-04,791
Maharashtra,Aurangabad,2025-07,3835
Maharashtra,Aurangabad,2025-09,4978
Maharashtra,Aurangabad,2025-10,2082
Maharashtra,Aurangabad,2025-11,3037
Maharashtra,Aurangabad,2025-12,2081
Maharashtra,Beed,2025-04,450
Maharashtra,Beed,2025-05,444
Maharashtra,Beed,2025-06,999
Maharashtra,Beed,2025-07,2283
Maharashtra,Beed,2025-09,2311
Maharashtra,Beed,2025-10,1089
Maharashtra,Beed,2025-11,1561
Maharashtra,Beed,2025-12,970
Maharashtra,Bhandara,2025-09,634
Maharashtra,Bhandara,2025-10,255
Maharashtra,Bhandara,2025-11,463
Maharashtra,Bhandara,2025-12,510
Maharashtra,Bid,2025-09,199
Maharashtra,Bid,2025-10,133
Maharashtra,Bid,2025-11,132
Maharashtra,Bid,2025-12,91
Maharashtra,Buldhana,2025-06,368
Maharashtra,Buldhana,2025-07,1462
Maharashtra,Buldhana,2025-09,2689
Maharashtra,Buldhana,2025-10,1115
Maharashtra,Buldhana,2025-11,1229
Maharashtra,Buldhana,2025-12,1180
Maharashtra,Chandrapur,2025-04,221
Maharashtra,Chandrapur,2025-06,232
Maharashtra,Chandrapur,2025-07,403
Maharashtra,Chandrapur,2025-09,1343
Maharashtra,Chandrapur,2025-10,547
Maharashtra,Chandrapur,2025-11,878
Maharashtra,Chandrapur,2025-12,798
Maharashtra,Chhatrapati Sambhajinagar,2025-09,386
Maharashtra,Chhatrapati Sambhajinagar,2025-10,308
Maharashtra,Chhatrapati Sambhajinagar,2025-11,321
Maharashtra,Chhatrapati Sambhajinagar,2025-12,186
Maharashtra,Dharashiv,2025-09,42
Maharashtra,Dharashiv,2025-10,37
Maharashtra,Dharashiv,2025-11,39
Maharashtra,Dharashiv,2025-12,25
Maharashtra,Dhule,2025-05,182
Maharashtra,Dhule,2025-06,1488
Maharashtra,Dhule,2025-07,2644
Maharashtra,Dhule,2025-09,4206
Maharashtra,Dhule,2025-10,1217
Maharashtra,Dhule,2025-11,1585
Maharashtra,Dhule,2025-12,1189
Maharashtra,Gadchiroli,2025-09,970
Maharashtra,Gadchiroli,2025-10,293
Maharashtra,Gadchiroli,2025-11,459
Maharashtra,Gadchiroli,2025-12,619
Maharashtra,Gondiya,2025-09,1112
Maharashtra,Gondiya,2025-10,485
Maharashtra,Gondiya,2025-11,745
Maharashtra,Gondiya,2025-12,572
Maharashtra,Hingoli,2025-04,1144
Maharashtra,Hingoli,2025-05,311
Maharashtra,Hingoli,2025-06,337
Maharashtra,Hingoli,2025-07,3006
Maharashtra,Hingoli,2025-09,1393
Maharashtra,Hingoli,2025-10,618
Maharashtra,Hingoli,2025-11,750
Maharashtra,Hingoli,2025-12,587
Maharashtra,Jalgaon,2025-04,423
Maharashtra,Jalgaon,2025-05,641
Maharashtra,Jalgaon,2025-07,1463
Maharashtra,Jalgaon,2025-09,4758
Maharashtra,Jalgaon,2025-10,1633
Maharashtra,Jalgaon,2025-11,2319
Maharashtra,Jalgaon,2025-12,1892
Maharashtra,Jalna,2025-09,2233
Maharashtra,Jalna,2025-10,1008
Maharashtra,Jalna,2025-11,1223
Maharashtra,Jalna,2025-12,1048
Maharashtra,Kolhapur,2025-09,2464
Maharashtra,Kolhapur,2025-10,1520
Maharashtra,Kolhapur,2025-11,1984
Maharashtra,Kolhapur,2025-12,1395
Maharashtra,Latur,2025-04,294
Maharashtra,Latur,2025-06,545
Maharashtra,Latur,2025-07,819
Maharashtra,Latur,2025-09,2444
Maharashtra,Latur,2025-10,1062
Maharashtra,Latur,2025-11,1414
Maharashtra,Latur,2025-12,884
Maharashtra,Mumbai,2025-07,931
Maharashtra,Mumbai,2025-09,4265
Maharashtra,Mumbai,2025-10,2561
Maharashtra,Mumbai,2025-11,4126
Maharashtra,Mumbai,2025-12,2419
Maharashtra,Mumbai City,2025-09,807
Maharashtra,Mumbai City,2025-10,562
Maharashtra,Mumbai City,2025-11,982
Maharashtra,Mumbai City,2025-12,537
Maharashtra,Mumbai Suburban,2025-04,542
Maharashtra,Mumbai Suburban,2025-05,1569
Maharashtra,Mumbai Suburban,2025-07,5571
Maharashtra,Mumbai Suburban,2025-09,3278
Maharashtra,Mumbai Suburban,2025-10,1937
Maharashtra,Mumbai Suburban,2025-11,3395
Maharashtra,Mumbai Suburban,2025-12,2100
Maharashtra,Nagpur,2025-04,566
Maharashtra,Nagpur,2025-05,293
Maharashtra,Nagpur,2025-07,1166
Maharashtra,Nagpur,2025-09,3561
Maharashtra,Nagpur,2025-10,1652
Maharashtra,Nagpur,2025-11,2732
Maharashtra,Nagpur,2025-12,1689
Maharashtra,Nanded,2025-04,607
Maharashtra,Nanded,2025-05,502
Maharashtra,Nanded,2025-06,584
Maharashtra,Nanded,2025-07,1803
Maharashtra,Nanded,2025-09,3707
Maharashtra,Nanded,2025-10,1459
Maharashtra,Nanded,2025-11,1577
Maharashtra,Nanded,2025-12,1528
Maharashtra,Nandurbar,2025-04,282
Maharashtra,Nandurbar,2025-05,406
Maharashtra,Nandurbar,2025-07,3100
Maharashtra,Nandurbar,2025-09,3023
Maharashtra,Nandurbar,2025-10,1348
Maharashtra,Nandurbar,2025-11,1559
Maharashtra,Nandurbar,2025-12,859
Maharashtra,Nashik,2025-05,156
Maharashtra,Nashik,2025-07,4615
Maharashtra,Nashik,2025-09,7066
Maharashtra,Nashik,2025-10,2717
Maharashtra,Nashik,2025-11,4423
Maharashtra,Nashik,2025-12,3042
Maharashtra,Osmanabad,2025-07,390
Maharashtra,Osmanabad,2025-09,1303
Maharashtra,Osmanabad,2025-10,669
Maharashtra,Osmanabad,2025-11,838
Maharashtra,Osmanabad,2025-12,685
Maharashtra,Palghar,2025-04,280
Maharashtra,Palghar,2025-05,331
Maharashtra,Palghar,2025-06,514
Maharashtra,Palghar,2025-07,1217
Maharashtra,Palghar,2025-09,2996
Maharashtra,Palghar,2025-10,1476
Maharashtra,Palghar,2025-11,2283
Maharashtra,Palghar,2025-12,1442
Maharashtra,Parbhani,2025-03,68
Maharashtra,Parbhani,2025-04,161
Maharashtra,Parbhani,2025-05,547
Maharashtra,Parbhani,2025-09,1926
Maharashtra,Parbhani,2025-10,1117
Maharashtra,Parbhani,2025-11,1482
Maharashtra,Parbhani,2025-12,858
Maharashtra,Pune,2025-04,69
Maharashtra,Pune,2025-05,486
Maharashtra,Pune,2025-06,236
Maharashtra,Pune,2025-07,5488
Maharashtra,Pune,2025-09,7877
Maharashtra,Pune,2025-10,4725
Maharashtra,Pune,2025-11,7292
Maharashtra,Pune,2025-12,4975
Maharashtra,Raigad,2025-04,335
Maharashtra,Raigad,2025-07,1166
Maharashtra,Raigad,2025-09,644
Maharashtra,Raigad,2025-10,353
Maharashtra,Raigad,2025-11,527
Maharashtra,Raigad,2025-12,355
Maharashtra,Raigarh,2025-09,1870
Maharashtra,Raigarh,2025-10,958
Maharashtra,Raigarh,2025-11,1340
Maharashtra,Raigarh,2025-12,951
Maharashtra,Raigarh(MH),2025-09,30
Maharashtra,Raigarh(MH),2025-10,15
Maharashtra,Raigarh(MH),2025-11,13
Maharashtra,Raigarh(MH),2025-12,27
Maharashtra,Ratnagiri,2025-09,770
Maharashtra,Ratnagiri,2025-10,551
Maharashtra,Ratnagiri,2025-11,706
Maharashtra,Ratnagiri,2025-12,485
Maharashtra,Sangli,2025-05,225
Maharashtra,Sangli,2025-06,356
Maharashtra,Sangli,2025-07,1594
Maharashtra,Sangli,2025-09,2113
Maharashtra,Sangli,2025-10,930
Maharashtra,Sangli,2025-11,1299
Maharashtra,Sangli,2025-12,898
Maharashtra,Satara,2025-04,236
Maharashtra,Satara,2025-05,192
Maharashtra,Satara,2025-06,201
Maharashtra,Satara,2025-07,459
Maharashtra,Satara,2025-09,1321
Maharashtra,Satara,2025-10,883
Maharashtra,Satara,2025-11,1290
Maharashtra,Satara,2025-12,1283
Maharashtra,Sindhudurg,2025-09,366
Maharashtra,Sindhudurg,2025-10,215
Maharashtra,Sindhudurg,2025-11,392
Maharashtra,Sindhudurg,2025-12,190
Maharashtra,Solapur,2025-04,660
Maharashtra,Solapur,2025-05,621
Maharashtra,Solapur,2025-07,561
Maharashtra,Solapur,2025-09,3389
Maharashtra,Solapur,2025-10,1804
Maharashtra,Solapur,2025-11,2703
Maharashtra,Solapur,2025-12,2289
Maharashtra,Thane,2025-03,47
Maharashtra,Thane,2025-04,3434
Maharashtra,Thane,2025-05,2332
Maharashtra,Thane,2025-06,4421
Maharashtra,Thane,2025-07,7343
Maharashtra,Thane,2025-09,8780
Maharashtra,Thane,2025-10,4740
Maharashtra,Thane,2025-11,7513
Maharashtra,Thane,2025-12,4532
Maharashtra,Wardha,2025-09,721
Maharashtra,Wardha,2025-10,305
Maharashtra,Wardha,2025-11,335
Maharashtra,Wardha,2025-12,527
Maharashtra,Washim,2025-05,228
Maharashtra,Washim,2025-07,457
Maharashtra,Washim,2025-09,826
Maharashtra,Washim,2025-10,495
Maharashtra,Washim,2025-11,542
Maharashtra,Washim,2025-12,795
Maharashtra,Yavatmal,2025-05,383
Maharashtra,Yavatmal,2025-07,1302
Maharashtra,Yavatmal,2025-09,2205
Maharashtra,Yavatmal,2025-10,1153
Maharashtra,Yavatmal,2025-11,1080
Maharashtra,Yavatmal,2025-12,1347
Manipur,Bishnupur,2025-05,185
Manipur,Bishnupur,2025-09,322
Manipur,Bishnupur,2025-10,222
Manipur,Bishnupur,2025-11,261
Manipur,Bishnupur,2025-12,117
Manipur,Chandel,2025-09,355
Manipur,Chandel,2025-10,132
Manipur,Chandel,2025-11,162
Manipur,Chandel,2025-12,84
Manipur,Churachandpur,2025-04,632
Manipur,Churachandpur,2025-06,603
Manipur,Churachandpur,2025-07,1626
Manipur,Churachandpur,2025-09,650
Manipur,Churachandpur,2025-10,440
Manipur,Churachandpur,2025-11,406
Manipur,Churachandpur,2025-12,237
Manipur,Imphal West,2025-05,106
Manipur,Imphal West,2025-09,607
Manipur,Imphal West,2025-10,509
Manipur,Imphal West,2025-11,673
Manipur,Imphal West,2025-12,425
Manipur,Jiribam,2025-09,43
Manipur,Jiribam,2025-10,51
Manipur,Jiribam,2025-11,37
Manipur,Jiribam,2025-12,14
Manipur,Kakching,2025-09,38
Manipur,Kakching,2025-10,25
Manipur,Kakching,2025-11,31
Manipur,Kakching,2025-12,15
Manipur,Pherzawl,2025-09,7
Manipur,Pherzawl,2025-10,1
Manipur,Pherzawl,2025-11,1
Manipur,Pherzawl,2025-12,1
Manipur,Senapati,2025-09,545
Manipur,Senapati,2025-10,376
Manipur,Senapati,2025-11,365
Manipur,Senapati,2025-12,177
Manipur,Tamenglong,2025-09,283
Manipur,Tamenglong,2025-10,257
Manipur,Tamenglong,2025-11,267
Manipur,Tamenglong,2025-12,138
Manipur,Thoubal,2025-09,295
Manipur,Thoubal,2025-10,221
Manipur,Thoubal,2025-11,313
Manipur,Thoubal,2025-12,190
Manipur,Ukhrul,2025-09,240
Manipur,Ukhrul,2025-10,200
Manipur,Ukhrul,2025-11,242
Manipur,Ukhrul,2025-12,72
Meghalaya,East Khasi Hills,2025-03,973
Meghalaya,East Khasi Hills,2025-04,12493
Meghalaya,East Khasi Hills,2025-05,7326
Meghalaya,East Khasi Hills,2025-06,5317
Meghalaya,East Khasi Hills,2025-07,10205
Meghalaya,East Khasi Hills,2025-09,3348
Meghalaya,East Khasi Hills,2025-10,1915
Meghalaya,East Khasi Hills,2025-11,2272
Meghalaya,East Khasi Hills,2025-12,610
Meghalaya,Eastern West Khasi Hills,2025-09,105
Meghalaya,Eastern West Khasi Hills,2025-10,66
Meghalaya,Eastern West Khasi Hills,2025-11,46
Meghalaya,Eastern West Khasi Hills,2025-12,601
Meghalaya,Jaintia Hills,2025-10,4
Meghalaya,Kamrup,2025-07,143
Meghalaya,Ri Bhoi,2025-03,67
Meghalaya,Ri Bhoi,2025-04,2333
Meghalaya,Ri Bhoi,2025-05,1609
Meghalaya,Ri Bhoi,2025-06,783
Meghalaya,Ri Bhoi,2025-07,2424
Meghalaya,Ri Bhoi,2025-09,804
Meghalaya,Ri Bhoi,2025-10,445
Meghalaya,Ri Bhoi,2025-11,651
Meghalaya,Ri Bhoi,2025-12,149
Meghalaya,South Garo Hills,2025-04,4688
Meghalaya,South Garo Hills,2025-05,1808
Meghalaya,South Garo Hills,2025-06,1169
Meghalaya,South Garo Hills,2025-07,1545
Meghalaya,South Garo Hills,2025-09,1712
Meghalaya,South Garo Hills,2025-10,571
Meghalaya,South Garo Hills,2025-11,680
Meghalaya,South Garo Hills,2025-12,240
Meghalaya,South West Khasi Hills,2025-04,988
Meghalaya,South West Khasi Hills,2025-05,527
Meghalaya,South West Khasi Hills,2025-06,384
Meghalaya,South West Khasi Hills,2025-07,746
Meghalaya,South West Khasi Hills,2025-09,250
Meghalaya,South West Khasi Hills,2025-10,164
Meghalaya,South West Khasi Hills,2025-11,330
Meghalaya,South West Khasi Hills,2025-12,48
Meghalaya,West Garo Hills,2025-04,5611
Meghalaya,West Garo Hills,2025-05,3280
Meghalaya,West Garo Hills,2025-06,3247
Meghalaya,West Garo Hills,2025-07,5363
Meghalaya,West Garo Hills,2025-09,1919
Meghalaya,West Garo Hills,2025-10,1017
Meghalaya,West Garo Hills,2025-11,1182
Meghalaya,West Garo Hills,2025-12,221
Meghalaya,West Jaintia Hills,2025-03,510
Meghalaya,West Jaintia Hills,2025-04,4399
Meghalaya,West Jaintia Hills,2025-05,2830
Meghalaya,West Jaintia Hills,2025-06,2661
Meghalaya,West Jaintia Hills,2025-07,3483
Meghalaya,West Jaintia Hills,2025-09,1401
Meghalaya,West Jaintia Hills,2025-10,576
Meghalaya,West Jaintia Hills,2025-11,736
Meghalaya,West Jaintia Hills,2025-12,264
Mizoram,Aizawl,2025-09,365
Mizoram,Aizawl,2025-10,293
Mizoram,Aizawl,2025-11,288
Mizoram,Aizawl,2025-12,67
Mizoram,Champhai,2025-04,368
Mizoram,Champhai,2025-06,138
Mizoram,Champhai,2025-07,172
Mizoram,Champhai,2025-09,155
Mizoram,Champhai,2025-10,170
Mizoram,Champhai,2025-11,107
Mizoram,Champhai,2025-12,29
Mizoram,Hnahthial,2025-09,1
Mizoram,Hnahthial,2025-11,1
Mizoram,Khawzawl,2025-09,7
Mizoram,Khawzawl,2025-10,21
Mizoram,Khawzawl,2025-11,5
Mizoram,Khawzawl,2025-12,1
Mizoram,Kolasib,2025-07,85
Mizoram,Kolasib,2025-09,74
Mizoram,Kolasib,2025-10,55
Mizoram,Kolasib,2025-11,47
Mizoram,Kolasib,2025-12,12
Mizoram,Lawngtlai,2025-05,371
Mizoram,Lawngtlai,2025-06,173
Mizoram,Lawngtlai,2025-07,330
Mizoram,Lawngtlai,2025-09,254
Mizoram,Lawngtlai,2025-10,95
Mizoram,Lawngtlai,2025-11,174
Mizoram,Lawngtlai,2025-12,219
Mizoram,Lunglei,2025-05,183
Mizoram,Lunglei,2025-07,135
Mizoram,Lunglei,2025-09,99
Mizoram,Lunglei,2025-10,93
